subjekt,cena,status,ic
"OKULET, spol.s r.o.",3500.0,,
MPPM s.r.o.,3500.0,,
OLBRICH-CZ,3500.0,,
"MPM - Metal, s.r.o.",3500.0,,
OLTIS Group a.s.,3500.0,,
OLYMPIA project s.r.o.,3500.0,,
"MPD plus, s.r.o.",3500.0,,
"MPA studio, s.r.o.",3500.0,,
MPA stavební spol. s r.o.,3500.0,,
"MOVIK KOVO, s.r.o.",3500.0,,
"OMOS, s. r. o.",3500.0,,
OMZ Hranice s.r.o.,3500.0,,
MOTOR JIKOV Group a.s.,3500.0,,
"MOSTÁRNA Lískovec, spol. s r.o",3500.0,,
"MOSLED, s.r.o.",3500.0,,
"MORIHEY, s.r.o.",3500.0,,
OOARCHITECTS  s.r.o.,3500.0,,
OSPOL TECH s.r.o.,3500.0,,
OSRAM Česká republika s.r.o.,3500.0,,
"MONET+, a.s.",3500.0,,
MOLITAN a.s.,3500.0,,
MIREMAX s.r.o.,3500.0,,
MINISTERSTVO SPRAVEDLNOSTI,3500.0,,
MINISTERSTVO FINANCÍ,3500.0,,
Obec Střelice,3500.0,,
"MINERVA BOSKOVICE, a.s.",3500.0,,
"MIMA PROJEKT, s.r.o.",3500.0,,
MIKULÍK projekty s.r.o.,3500.0,,
MIKROTECHNA PRAHA a.s.,3500.0,,
"MIKROKOM, s.r.o.",3500.0,,
"MIJA - MENMARK, s.r.o.",3500.0,,
Obec Záboří nad Labem,3500.0,,
Obec Čeladná,3500.0,,
"Obermeyer HVAC, s.r.o.",3500.0,,
MICo servis spol. sr.o.,3500.0,,
"MICROSYS, spol. s r.o.",3500.0,,
Oblastní nemocnice Náchod a.s.,3500.0,,
MICROCOMP s.r.o.,3500.0,,
MICONEX,3500.0,,
"Ochrana podzemních vod, s.r.o.",3500.0,,
"MICOMA PROJEKTY, s.r.o.",3500.0,,
MICHÁLEK s.r.o.,3500.0,,
"MI-JANEČEK, spol. s r.o.",3500.0,,
MHM computer  a.s.,3500.0,,
Obec Příšovice,3500.0,,
MIRRO s.r.o.,3500.0,,
MIT METAL spol. s r.o.,3500.0,,
OZM Research s.r.o.,3500.0,,
"MOKO - HK, s.r.o.",3500.0,,
"OT KOVO METAL, s.r.o.",3500.0,,
"OTAVA, výrobní družstvo",3500.0,,
"MODIKOV, s.r.o.",3500.0,,
"MN propeks, s.r.o.",3500.0,,
MMlift s.r.o.,3500.0,,
MM Projekt cv s.r.o.,3500.0,,
"MLÝN PERNER SVIJANY, spol. s r",3500.0,,
MKV ozubená kola s.r.o.,3500.0,,
MK plan s.r.o.,3500.0,,
"MIX MAX - ENERGETIKA, s.r.o.",3500.0,,
Obec Dolní Lutyně,3500.0,,
OZO Ostrava s.r.o.,3500.0,,
MITSUBISHI ELECTRIC AUTOMOTIVE,3500.0,,
Obchodní družstvo CHROMTech,3500.0,,
"Obchodní společnost KREDIT, sp",3500.0,,
Obec Albrechtice,3500.0,,
MITRO s.r.o.,3500.0,,
Obec Boršice,3500.0,,
Obec Bílý Újezd,3500.0,,
Obec Dolní Kralovice,3500.0,,
MITEL s.r.o.,3500.0,,
MRI Servis - průmyslová automa,3500.0,,
MROZEK  a.s.,3500.0,,
MRU s.r.o.,3500.0,,
Media CZ s.r.o.,3500.0,,
Mertl s.r.o.,3500.0,,
Nichias  Czech   s.r.o.,3500.0,,
Nicolet CZ s.r.o.,3500.0,,
"Meritum Kladno - Projekce, s.r",3500.0,,
Mergon Czech s.r.o.,3500.0,,
Nikolas Stranzalis,3500.0,,
Noliac Systems s.r.o.,3500.0,,
Nopo s.r.o.,3500.0,,
North stav a.s.,3500.0,,
Mercor Czech Republic s.r.o.,3500.0,,
MerStr s.r.o.,3500.0,,
MemBrain s.r.o.,3500.0,,
"Novabrik Czech,s.r.o.",3500.0,,
"Novatest CZ, s.r.o.",3500.0,,
"Nová Mosilana, a.s.",3500.0,,
Melies s.r.o.,3500.0,,
Mektec CZ s.r.o.,3500.0,,
Mediterran CZ s.r.o.,3500.0,,
Medisize CZ s.r.o.,3500.0,,
NÁRODNÍ FILMOVÝ ARCHIV,3500.0,,
Národní divadlo,3500.0,,
"Medim, spol.s r.o.",3500.0,,
Medicton Group s.r.o.,3500.0,,
NextiraOne Czech s.r.o.,3500.0,,
Next spol. s r.o.,3500.0,,
Mesa Parts s.r.o.,3500.0,,
Microtechnic International CZ,3500.0,,
"Mlékárna Hlinsko, a.s.",3500.0,,
Mixánek s.r.o.,3500.0,,
"Nemocnice ve Frýdku-Místku, př",3500.0,,
"Nemocnice České Budějovice, a.",3500.0,,
Miroslav Hermann - ELEKTROKOMP,3500.0,,
Ministerstvo kultury,3500.0,,
Millenium Systems s.r.o.,3500.0,,
Mikrotechna s.r.o.,3500.0,,
MikroChem LKT spol. s r.o.,3500.0,,
Microtherm CZ s.r.o.,3500.0,,
Nepron s.r.o.,3500.0,,
Nexa s.r.o.,3500.0,,
Michel Precizní Technika s.r.o,3500.0,,
Mi - King s.r.o.,3500.0,,
"Metso Minerals, s.r.o.",3500.0,,
"NetDataComm, s.r.o.",3500.0,,
"NetDesign, s.r.o.",3500.0,,
"Metal Produkt Servis Praha, s.",3500.0,,
"Nevšímal, a.s.",3500.0,,
"Metal - Management, spol. s r.",3500.0,,
NewWaterMeaning s.r.o.,3500.0,,
Messer Technogas s.r.o.,3500.0,,
Medica Filter s.r.o.,3500.0,,
Nástrojárna Letov a.s.,3500.0,,
MS HAUS s.r.o.,3500.0,,
"Nýdrle - projektová kancelář,",3500.0,,
"ODP-software, spol. s r.o.",3500.0,,
MWV Svitavy s.r.o.,3500.0,,
OHGS s.r.o.,3500.0,,
MVB OPAVA CZ s.r.o.,3500.0,,
OHNÚT spalovací technika s.r.o,3500.0,,
MV PROJEKT spol.s r.o.,3500.0,,
"MUT Tubes, s.r.o.",3500.0,,
"MUT Automotive, s.r.o.",3500.0,,
"MTc-stav, s.r.o.",3500.0,,
"MTG stavby, spol. s r.o.",3500.0,,
MSV interier s.r.o.,3500.0,,
"MSV Liberec, s.r.o.",3500.0,,
MSO servis spol. s r.o.,3500.0,,
MSIo s.r.o.,3500.0,,
MSGas s.r.o.,3500.0,,
"OK mont - STM, spol. s r. o.",3500.0,,
"OKD, HBZS a. s.",3500.0,,
"MSA, a.s.",3500.0,,
"OKD,a.s.",3500.0,,
MS technik spol. s r.o.,3500.0,,
OKF s.r.o.,3500.0,,
MS Technologies Prague s.r.o.,3500.0,,
"MS PRAHA,spol. s r.o.",3500.0,,
ODBOROVÉ SDRUŽENÍ ŽELEZNIČÁŘŮ,3500.0,,
MYLIFT s.r.o.,3500.0,,
"OCHI -  INŽENÝRING, spol. s r.",3500.0,,
O'R'Y'X  architecture s.r.o.,3500.0,,
"NČV, a.s.",3500.0,,
"MedPharma, spol. s r.o.",3500.0,,
"Němeček - Elektromontáž,a.s.",3500.0,,
MeDiLa spol. s r.o.,3500.0,,
"O L P E  plus, spol. s r.o.",3500.0,,
Mave s.r. o.,3500.0,,
Materiálové laboratoře Chomuto,3500.0,,
Master Therm CZ s.r.o.,3500.0,,
O L P R A N  spol. s r. o.,3500.0,,
Masonite CZ spol. s r.o.,3500.0,,
"Masokombinát Polička, a",3500.0,,
"OBRÁBĚNÍ, s.r.o.",3500.0,,
Mars Svratka a.s.,3500.0,,
Mark2 Corporation Czech a.s.,3500.0,,
Maregs spol. s r. o.,3500.0,,
Madal Bal a.s.,3500.0,,
Macocha SBD Blansko,3500.0,,
"OBIS, spol. s r.o.",3500.0,,
"MaRS, s.r.o.",3500.0,,
"MaDeX,s.r.o.",3500.0,,
MZK Chomutov s.r.o.,3500.0,,
OBO Bettermann Praha s.r.o.,3500.0,,
"PROJECT INTERNATIONAL,a.s.",3500.0,,
SEJONG Czech s.r.o.,3500.0,,
PROJECT building s.r.o.,3500.0,,
Tritia spol. s r.o.,3500.0,,
Trelleborg Automotive Czech Re,3500.0,,
Traťová strojní stanice Olomou,3500.0,,
"Traťová strojní společnost, a.",3500.0,,
Transportkabel - DIXI a.s.,3500.0,,
Traiva s.r.o.,3500.0,,
"Toyoda Gosei Czech, s.r.o.",3500.0,,
"Tost.cz, s.r.o.",3500.0,,
Tornio s.r.o.,3500.0,,
Tornado group s.r.o.,3500.0,,
"TopolWater, s.r.o.",3500.0,,
Topklima spol. s r.o.,3500.0,,
TopKarMoto s.r.o.,3500.0,,
"Top-Tree-System, s.r.o.",3500.0,,
"Top Advert, s.r.o.",3500.0,,
TollNet a.s.,3500.0,,
"Tivall CZ, s.r.o.",3500.0,,
"ThyssenKrupp Výtahy, s.r.o.",3500.0,,
Triapex s.r.o.,3500.0,,
Troják výtahy s.r.o.,3500.0,,
PROJEKCE PT,3500.0,,
"Ty-net, spol. s r. o.",3500.0,,
"UNIS COOL, s.r.o.",3500.0,,
"UNIS - JAKOS, s.r.o.",3500.0,,
UNIPROJEKT spol. s r.o.,3500.0,,
"UNIPIPE Engineering, s.r.o.",3500.0,,
"UNIPETROL DOPRAVA, s.r.o.",3500.0,,
UNIOS SERVIS s.r.o.,3500.0,,
UNIKOV Steel spol. s r. o.,3500.0,,
UNIFEST spol. s r.o.,3500.0,,
UNICOMS s.r.o.,3500.0,,
UNICODE MD s.r.o.,3500.0,,
UNICO MODULAR a.s.,3500.0,,
UNEL s.r.o.,3500.0,,
UMOE Schat-harding,3500.0,,
"UHS JAKOS, a. s.",3500.0,,
UDIMO spol. s r.o.,3500.0,,
"UCB TECHNOMETAL, s.r.o.",3500.0,,
TŘÍDIČ s.r.o.,3500.0,,
"Thermona, spol. s.r.o.",3500.0,,
The Binding Site s.r.o.,3500.0,,
Teva Czech Industries s.r.o.,3500.0,,
Testpolymer EU s.r.o.,3500.0,,
Technické služby Strakonice s.,3500.0,,
Technické služby Havířov a.s.,3500.0,,
Technické služby Dačice s.r.o.,3500.0,,
"Technické služby Beroun,s.r.o.",3500.0,,
"Techklima, s.r.o.",3500.0,,
Techfors CZ s.r.o.,3500.0,,
"Techcontrol, spol. s r.o.",3500.0,,
TechOrg s.r.o.,3500.0,,
Te.XOLL s.r.o.,3500.0,,
Tažené konstrukce spol s r.o.,3500.0,,
Tawesco s.r.o.,3500.0,,
Taurid Ostrava s.r.o.,3500.0,,
Tata Global Beverages CR a.s.,3500.0,,
Talorm a.s.,3500.0,,
Taforge a.s.,3500.0,,
Tafonco a.s.,3500.0,,
TZB projekt spol. s r.o.,3500.0,,
Technické služby města Pelhřim,3500.0,,
Technické služby ochrany ovzdu,3500.0,,
Technický a skúšobný ústav sta,3500.0,,
Tepelné hospodářství města Úst,3500.0,,
"Testo, s.r.o.",3500.0,,
"Termoplast, s.r.o.",3500.0,,
"Termol, s.r.o.",3500.0,,
"Teplárna Písek, a.s.",3500.0,,
Teplotechna průmyslové pece s.,3500.0,,
"Teplo Zlín, a.s.",3500.0,,
Teplická strojírna s.r.o.,3500.0,,
Tepelné hospodářství Prachatic,3500.0,,
"Technodat Elektro, s.r.o.",3500.0,,
Tepelné hospodářství Hradec Kr,3500.0,,
"Tele Data Control, spol. s r.",3500.0,,
Tektum s.r.o.,3500.0,,
Teknia Uherský Brod a.s.,3500.0,,
Tefos Slaný spol. s r. o.,3500.0,,
Teco a.s .,3500.0,,
Technos Energo spol. s r.o.,3500.0,,
UNISERVIS HAŠEK s.r.o.,3500.0,,
"UNITERM, s.r.o.",3500.0,,
UNITES Systems a.s.,3500.0,,
VASMO s.r.o.,3500.0,,
VEToP spol. s r. o.,3500.0,,
"VESUVIUS ČESKÁ REPUBLIKA, a.s.",3500.0,,
"VESNA, a.s.",3500.0,,
"VESNA INTERIORS, s.r.o.",3500.0,,
VERTITECH CZ s.r.o.,3500.0,,
"VERTICO, s.r.o.",3500.0,,
VENTURI Calibration Services s,3500.0,,
VELVETA a.s.,3500.0,,
"VELUX Česká republika, s.r.o.",3500.0,,
VELTEKO s.r.o.,3500.0,,
"VELOS, výrobní družstvo",3500.0,,
"VDS,spol.s r. o",3500.0,,
"VBH, Vereinigter Baubeschlag-H",3500.0,,
VBF s.r.o.,3500.0,,
VAZNÍKY D.N.K. s.r.o.,3500.0,,
"VAVŘÍČEK, spol. s r.o.",3500.0,,
"VATRANS Zlín, v.o.s.",3500.0,,
"VF, a.s.",3500.0,,
VH-TRES  s.r.o.,3500.0,,
"VHS plus, spol. s r.o.",3500.0,,
"VITCRANE, s.r.o.",3500.0,,
"VMS VISION, s.r.o.",3500.0,,
VMK-CZ s.r.o.,3500.0,,
VM light s.r.o.,3500.0,,
VLČEK SOLUTION s.r.o.,3500.0,,
VLTAVÍN HOLDING stavební podni,3500.0,,
VLNAP a.s.,3500.0,,
VK CAD s.r.o.,3500.0,,
VISCOFAN CZ s.r.o.,3500.0,,
"VHS plus,Vodohospodářské",3500.0,,
"VIRGO, spol. s r.o.",3500.0,,
VIPS gas s.r.o.,3500.0,,
VIPO a.s.,3500.0,,
VIDECK s.r.o.,3500.0,,
"VICOMAC, spol. s r.o.",3500.0,,
"VIBOX, a.s.",3500.0,,
"VIA-REK, spol. s r.o.",3500.0,,
VATACK s.r.o.,3500.0,,
"VARIANT plus, spol. s r.o.",3500.0,,
UNITES s.r.o.,3500.0,,
"VARI,a.s.",3500.0,,
"V & V ELEKTRO, s.r.o.",3500.0,,
Urbanistické středisko Jihlava,3500.0,,
"United Polymers, s.r.o.",3500.0,,
"Unit architekti, s.r.o.",3500.0,,
Unireg spol.s r.o.,3500.0,,
UniControls-Tramex s.r.o.,3500.0,,
UTAM AVCR,3500.0,,
"USEWELD CORPORATION, s.r.o.",3500.0,,
URS Inspekce s.r.o.,3500.0,,
"URC Systems, spol. s r.o.",3500.0,,
URBAN A+I s.r.o.,3500.0,,
"UO TEX, s.r.o.",3500.0,,
UNIXAN s.r.o.,3500.0,,
UNIVERSE I spol. s r.o.,3500.0,,
UNIVERS Světlá n. Sázavou spol,3500.0,,
UNIVEL spol. s r.o.,3500.0,,
"UNITIP, spol. s r.o.",3500.0,,
V & V stavební a statická kanc,3500.0,,
V - INSPEKT s.r.o.,3500.0,,
"V A M B E K O N , s. r. o.",3500.0,,
VAKADING spol. s r.o.,3500.0,,
"VAPOS, spol. s r.o.",3500.0,,
VANĚK s.r.o. TRUTNOV,3500.0,,
"VANAP, s.r.o.",3500.0,,
"VAMET, s. r. o.",3500.0,,
VAMBERSKÝ  s.r.o.,3500.0,,
VALEŠ comp. s.r.o.,3500.0,,
VALEO AUTOKLIMATIZACE k.s.,3500.0,,
"VAFO PRAHA, s.r.o.",3500.0,,
V O L T A  s.r.o.,3500.0,,
"VAE THERM, spol. s r.o.",3500.0,,
"V.S.B.P., s.r.o.",3500.0,,
"V.I.P. MONT, spol. s r.o.",3500.0,,
"V-PROJEKT Prostějov, v.o.s.",3500.0,,
V-KOVO s.r.o.,3500.0,,
V P A z s.r.o.,3500.0,,
"V O P  Dolní Bousov, spol.s.r.",3500.0,,
TZB Orlová s.r.o.,3500.0,,
TZB Consult Prague s.r.o.,3500.0,,
TYRYZ s.r.o.,3500.0,,
TDS Brno - Sekce řízení jakost,3500.0,,
TEMAR spol. s r.o.,3500.0,,
"TELE DATA SYSTEM, spol. s r.o.",3500.0,,
TEKA Jihlava s.r.o.,3500.0,,
"TEFA, s.r.o.",3500.0,,
TECNOCAP s.r.o.,3500.0,,
"TECHSYS HW a SW, a.s.",3500.0,,
"TECHNOSERVIS TZB Nový Jičín, s",3500.0,,
TECHNODENT s.r.o.,3500.0,,
"TECHNO Vyškov, spol. s r.o.",3500.0,,
TECHNICOAT s.r.o.,3500.0,,
TECHNICKÉ SLUŽBY OCHRANY OVZDU,3500.0,,
TECHMIX s.r.o.,3500.0,,
TECHLINK s.r.o.,3500.0,,
TECHART TRADE s.r.o.,3500.0,,
TECH SPOL spol.s.r.o.,3500.0,,
"TECH INVEST OSTRAVA, a.s.",3500.0,,
TEAZ s.r.o.,3500.0,,
"TEMES, spol. s r. o.",3500.0,,
"TEMEX , spol. s r. o.",3500.0,,
TENEL spol. s r.o.,3500.0,,
"TERMOSONDY Kladno, spol. s r.o",3500.0,,
TESPORA profi s.r.o.,3500.0,,
"TESORT, spol. s r.o.",3500.0,,
TESLA Mladá Vožice a.s.,3500.0,,
"TESCAN Brno, s.r.o.",3500.0,,
TERRACON a.s.,3500.0,,
TEROM s.r.o.,3500.0,,
TERMS a.s.,3500.0,,
"TERMI, s.r.o.",3500.0,,
"TENEL ČR, s.r.o.",3500.0,,
"TERCAR, s.r.o.",3500.0,,
TEPSTROJ s.r.o.,3500.0,,
"TEPSOL, s.r.o.",3500.0,,
TEPLO T s.r.o,3500.0,,
"TENZA cast, a.s.",3500.0,,
TENET spol. s r.o. architekton,3500.0,,
"TENERA Servis, s.r.o.",3500.0,,
TDZ Turn s.r.o.,3500.0,,
"TDK system CZ, a.s.",3500.0,,
TEST SERVIS s.r.o.,3500.0,,
TCS net s.r.o.,3500.0,,
"T E K A Z, s.r.o.",3500.0,,
"T A L P A , spol. s r.o.",3500.0,,
T - SOFT a.s.,3500.0,,
"T - CZ, a.s.",3500.0,,
SŠPU,3500.0,,
SŠEaS Chomutov,3500.0,,
Systémy jakosti s.r.o.,3500.0,,
Systémové certifikace s.r.o.,3500.0,,
"Systeming CZ, s.r.o.",3500.0,,
"Systemair, a.s.",3500.0,,
"System plus Zlín, s.r.o.",3500.0,,
Synot W a.s.,3500.0,,
Synerga a.s.,3500.0,,
Swoboda CZ s.r.o.,3500.0,,
"Swiss Trade, s.r.o.",3500.0,,
Swiss Association for Standard,3500.0,,
Svářečská škola Kunžak s.r.o.,3500.0,,
"T METAL Fryčovice, spol. s r.",3500.0,,
T Machinery a.s.,3500.0,,
T P F  s.r.o.,3500.0,,
TARGA SERVIS s.r.o.,3500.0,,
TCF Vzduchotechnika s.r.o.,3500.0,,
TBG METROSTAV s.r.o.,3500.0,,
TAYLLOR  & COX s.r.o.,3500.0,,
"TAW, s.r.o.",3500.0,,
TAURUS metal spol. s r.o.,3500.0,,
TATRA TRUCKS a.s.,3500.0,,
TAROS TSK s.r.o.,3500.0,,
TAREKA s.r.o.,3500.0,,
"T PROJEKT, Ing. Pavel Tuček",3500.0,,
"TAMURA-EUROPE LIMITED, organiz",3500.0,,
"TALPA - RPF, s.r.o.",3500.0,,
TAKATA Parts s.r.o.,3500.0,,
TAHOKOV-TECHNOTRON s.r.o.,3500.0,,
T- PROJECT GROUP,3500.0,,
T r o n i c  spol. s r.o.,3500.0,,
T RAIL a.s.,3500.0,,
TESPRANET SERVICES s.r.o.,3500.0,,
"TESTING SERVICE, s.r.o.",3500.0,,
TYPRO 2010 s.r.o.,3500.0,,
"TOROLA electronic, spol. s r.o",3500.0,,
"TRIBASE Networks, s.r.o.",3500.0,,
TRIBAP s.r.o.,3500.0,,
TRIANGOLO spol. s r.o.,3500.0,,
TREZOR TEST s.r.o.,3500.0,,
"TRENS SK, a.s.",3500.0,,
TREND CONTROLS spol. s r.o.,3500.0,,
"TREFAL, spol. s r. o.",3500.0,,
"TREBILIFT, s.r.o.",3500.0,,
"TREALS MP, s.r.o.",3500.0,,
TRANSPORTA CZECH REPUBLIC a.s.,3500.0,,
TRANSENERGY s.r.o.,3500.0,,
TRANSELCO CZ s.r.o.,3500.0,,
TRANS - TECHNIK spol. s r.o.,3500.0,,
"TRAMONTÁŽ, spol.s r.o.",3500.0,,
TR ANTOŠ s.r.o.,3500.0,,
"TPM Znalecká kancelář, s.r.o.",3500.0,,
"TOS Olomouc, s.r.o.",3500.0,,
"TRIDAS, s.r.o.",3500.0,,
TRIGA - MF společnost s ručení,3500.0,,
TRIGON PLUS spol. s r.o.,3500.0,,
TSR Czech Republic s.r.o.,3500.0,,
"TVD - Technická výroba, a.s.",3500.0,,
TVARMETAL s.r.o.,3500.0,,
TVAR výrobní družstvo Pardubic,3500.0,,
TUZAMO spol.s r. o.,3500.0,,
TUSAN s.r.o.,3500.0,,
"TURŇA MONTÁŽE, s.r.o.",3500.0,,
TST Praha s.r.o.,3500.0,,
TRUSTAV s.r.o.,3500.0,,
TRIKAYA Czech Republic a.s.,3500.0,,
TRUSS ALUMINIUM FACTORY a.s.,3500.0,,
"TRUMPF  Liberec, spol. s r.o",3500.0,,
TROJICE spol. s r.o.,3500.0,,
TRIPLEX CZ s.r.o.,3500.0,,
"TRIO-PROJEKT, spol. s r.o.",3500.0,,
TRIMR s.r.o.,3500.0,,
TRIMA spol. s r.o.,3500.0,,
TORQUE s.r.o.,3500.0,,
TOROLA design s.r.o.,3500.0,,
"TESTSTAV, spol. s r.o.",3500.0,,
"TORION, projekční kancelář, s.",3500.0,,
"TIMOS, s. r. o.",3500.0,,
TIMO profistavby s.r.o.,3500.0,,
TIMKO - servis spol. s r.o.,3500.0,,
"TIMA, spol. s r.o. - obchodně",3500.0,,
"TI  Centrum,a.s.",3500.0,,
"THT, s.r.o.",3500.0,,
"THT Ostrava CZ, a.s.",3500.0,,
THORN Lighting CS spol. s r.o.,3500.0,,
THOME Lighting s.r.o.,3500.0,,
"THERMOPLUS, s.r.o.",3500.0,,
THERMONT spol. s r.o.,3500.0,,
THERMOKOMPLET 1990 s.r.o.,3500.0,,
THERMES spol. s r.o.,3500.0,,
"TH, s.r.o.",3500.0,,
TFH dřevěné skeletové domy s.r,3500.0,,
"TEZA, s. r. o.",3500.0,,
TESing TP komplet s.r.o.,3500.0,,
TIPA Telekom plus a.s.,3500.0,,
TIPRO projekt s.r.o.,3500.0,,
"TIRAD, s.r.o.",3500.0,,
TONSTAV-SERVICE s.r.o.,3500.0,,
"TORA, spol. s r.o.",3500.0,,
"TOQUM, s.r.o.",3500.0,,
"TOPTHERM, s.r.o.",3500.0,,
TOPSERVIS spol. s r.o.,3500.0,,
TOPOS PREFA Tovačov s.r.o.,3500.0,,
"TOPEN, spol. s r.o.",3500.0,,
TOP - PROJEKT s.r.o.,3500.0,,
"TONAVA, akciová společnost",3500.0,,
TIS Praha s.r.o.,3500.0,,
TONAK a.s.,3500.0,,
TOMEGAS s.r.o.,3500.0,,
"TOMA, a.s.",3500.0,,
"TOMA Olomouc, a.s.",3500.0,,
TOKO AGRI a.s.,3500.0,,
TK Atelier s.r.o.,3500.0,,
TIÚ-PLAST a.s.,3500.0,,
VMT Ecopack s.r.o.,3500.0,,
VNU -Nova spol. s r.o.,3500.0,,
"VOBO, společnost s ručením ome",3500.0,,
Zásobování a.s.,3500.0,,
"eismann, spol. s r. o.",3500.0,,
ecorec Česko s.r.o.,3500.0,,
eSVe Stav s.r.o.,3500.0,,
e4t electronics for transporta,3500.0,,
dobrý-instalatér.cz s.r.o.,3500.0,,
"dTest, o.p.s.",3500.0,,
congatec s.r.o.,3500.0,,
brücknerprojekt s.r.o.,3500.0,,
"bhm-INGENIEURE CZ, s.r.o.",3500.0,,
bamed s.r.o.,3500.0,,
"atelier-r, s.r.o.",3500.0,,
atelier - projekt s.r.o.,3500.0,,
"architekti chmelík & partneři,",3500.0,,
"arch 21, s.r.o.",3500.0,,
ad projekt s.r.o.,3500.0,,
ackermann architekti s.r.o.,3500.0,,
Zítek - IP projekt s.r.o.,3500.0,,
elTomas s.r.o.,3500.0,,
elcenter s.r.o.,3500.0,,
enteria a.s.,3500.0,,
kešner a.s.,3500.0,,
nectec Automotive s.r.o.,3500.0,,
město Fulnek,3500.0,,
montáž a revize elektro,3500.0,,
mmcité 1 a.s.,3500.0,,
mdexx Magnetronic Devices s.r.,3500.0,,
machine building s.r.o.,3500.0,,
kpstatika stavby s.r.o.,3500.0,,
juwi s.r.o.,3500.0,,
ept connector s.r.o.,3500.0,,
"ipon-arch, s.r.o.",3500.0,,
"imprimis, s. r. o.",3500.0,,
iO System s.r.o.,3500.0,,
"iMi Partner, a.s.",3500.0,,
"i-com, s.r.o.",3500.0,,
hošek & partneři s.r.o.,3500.0,,
ha-vel internet s.r.o.,3500.0,,
Zásobování teplem s.r.o,3500.0,,
Zámečnictví TOČIMON s.r.o.,3500.0,,
progep s.r.o.,3500.0,,
"Zámečnictví - Beran, s.r.o.",3500.0,,
"ZZN Polabí, a.s.",3500.0,,
ZVÁNOVEC a.s.,3500.0,,
ZVU POTEZ a.s.,3500.0,,
ZVU Engineering a.s.,3500.0,,
"ZSD servis, spol. s r.o.",3500.0,,
"ZPV Rožnov, s.r.o.",3500.0,,
ZPT Vigantice,3500.0,,
"ZPS - SLÉVÁRNA, a.s.",3500.0,,
"ZPA Pečky, a.s.",3500.0,,
ZPA Industry a.s.,3500.0,,
"ZPA EKOREG, spol. s r.o. ",3500.0,,
ZOMAplast s.r.o.,3500.0,,
ZNOJMOPROJEKT Ing. arch. Radom,3500.0,,
ZLATÝ DŮM DAPARTS s.r.o.,3500.0,,
ZKULAB s.r.o.,3500.0,,
ZK - BRNO s.r.o.,3500.0,,
"ZITTA - výtahy, s.r.o.",3500.0,,
Zahradník Z. s. r. o.,3500.0,,
Zdvihostroj s.r.o.,3500.0,,
"Zelené domky.cz, s.r.o.",3500.0,,
Zkušebna měřičů tepla a vodomě,3500.0,,
Zábojník s.r.o.,3500.0,,
ZÁVODNÝ ELEKTRO s.r.o.,3500.0,,
ZÁLESÍ a.s.,3500.0,,
"Zoologická zahrada Ostrava,",3500.0,,
Znamení čtyř - architekti s.r.,3500.0,,
Znalecký ústav Pardubice s.r.o,3500.0,,
Zlínstav a.s.,3500.0,,
Zkrat spol. s r.o.,3500.0,,
Zemědělská a dopravní technika,3500.0,,
"Zentiva, k.s.",3500.0,,
"Zentiva Group, a.s.",3500.0,,
"Zenit,spol.s r.o.",3500.0,,
Zemědělské zásobování a nákup,3500.0,,
Zemědělské obchodní družstvo M,3500.0,,
Zemědělské obchodní družstvo,3500.0,,
Zemědělské družstvo Podkleťan,3500.0,,
pracoviště ČSSZ Brno,3500.0,,
projekce LOCHMAN s.r.o.,3500.0,,
ZILVAR projekt s.r.o.,3500.0,,
"Česko-slezská výrobní,  a.s.",3500.0,,
České teplo s.r.o.,3500.0,,
České sdružení pro technická z,3500.0,,
České Radiokomunikace a.s.,3500.0,,
Česká společnost pro svařování,3500.0,,
Česká společnost pro steriliza,3500.0,,
Česká společnost pro bezpečnos,3500.0,,
Česká republika - Ředitelství,3500.0,,
Česká republika - Státní,3500.0,,
"Česká pošta,s.p.",3500.0,,
Česká podnikatelská pojišťovna,3500.0,,
Česká komora lehkých obvodovýc,3500.0,,
Česká geologická služba,3500.0,,
"Česká abilympijská asociace, o",3500.0,,
Česká Doka bednicí technika sp,3500.0,,
"Československá obchodní banka,",3500.0,,
Českomoravský beton a.s.,3500.0,,
Českomoravská železniční oprav,3500.0,,
Český elektro svaz,3500.0,,
Český nábytek a.s.,3500.0,,
ŘETĚZY VAMBERK spol. s r.o.,3500.0,,
"Štrob &, spol. s r.o.",3500.0,,
"Žilinská univerzita v Žiline,",3500.0,,
Žilinská univerzita,3500.0,,
Želivská provozní s.r.o.,3500.0,,
"Železárny-Annahütte, spol. s r",3500.0,,
"ŽakEl, s.r.o.",3500.0,,
ŽELEZO HRANICE s.r.o.,3500.0,,
Šumperská provozní vodohospodá,3500.0,,
Šolc konstrukce s.r.o.,3500.0,,
"Řetězárna, a.s.",3500.0,,
Škoda Machine Tool a.s.,3500.0,,
"Šindler, důlní a stavební spol",3500.0,,
Ševčík-vodohospodářská zařízen,3500.0,,
Šedivý Enterprise s.r.o.,3500.0,,
ŠTENCEL TRANSPORT s.r.o,3500.0,,
"ŠKODA SLOVAKIA, a. s.",3500.0,,
"ŠIMEK VODO-TOPO- PLYN, s.r.o.",3500.0,,
Českomoravská konfederace odbo,3500.0,,
Česko-saské přístavy s.r.o,3500.0,,
"qdq services, s.r.o.",3500.0,,
Červenka Consulting s.r.o.,3500.0,,
ÚSTAV LETECKÉHO ZDRAVOTNICTVÍ,3500.0,,
